store_name,address,city,zipcode,store_type,latitude,longitude
Quick Stop Market,728 4th Ave,San Diego,92101,Convenience Store,3857254.24547367,-13042361.8601608
JACK IN THE BOX #21,4751 El Cajon Blvd,San Diego,92115,Restaurant Meals Program,3862939.9401748,-13034602.8916526
Ascendkemet Collective Certified Farmer's Market,4325 Wightman Street,San Diego,92105,Farmers and Markets,3861860.92432967,-13035663.7663998
JACK IN THE BOX 3056,8500 N Magnolia Ave,Santee,92071,Restaurant Meals Program,3872731.44225086,-13020248.2433148
Esperanzas Tortilleria,750 Rock Springs Rd,Escondido,92025,Grocery Store,3911974.39328195,-13035171.7342505
Burger King 4430,825 S. Main Street,Fallbrook,92028,Restaurant Meals Program,3945207.24185471,-13052403.9914253
7-ELEVEN 32326,3251 Business Park Dr,Vista,92081,Convenience Store,3912962.18348774,-13049811.3604847
Addis Market,3643 El Cajon Blvd,San Diego,92104,Other,3862841.98814466,-13037186.6170339
SUBWAY 47434,7625 Linda Vista Rd,San Diego,92123,Restaurant Meals Program,3869007.93499818,-13041867.6016217
Pb Express Market,3503 Ingraham St,San Diego,92109,Convenience Store,3866527.13366607,-13050716.3879449
Mikes Liquor,228 S Kalbaugh St,Ramona,92065,Convenience Store,3899071.27431495,-13012301.144867
Vista Farmers Market,325 South Melrose Drive,Vista,92081,Farmers and Markets,3920699.50996026,-13052947.2305404
Sombrero-#18,1501 E Washington Ave,El Cajon,92019,Restaurant Meals Program,3867109.08321984,-13016275.2506883
McDonald's #3556,7164 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861225.36773488,-13029257.3297047
7-Eleven 13563,197 Palm Ave,Imperial Beach,91932,Convenience Store,3840198.50395523,-13038815.2211842
KFC #C191004,4140 Convoy St,San Diego,92111,Restaurant Meals Program,3871086.57465786,-13041665.0001485
7-Eleven 13588E,1285 Picador Blvd,San Diego,92154,Convenience Store,3838904.38944668,-13030412.8260191
Ongs Restaurant Group Inc Rallys Hamburgers 4008,8667 Jamacha Rd,Spring Valley,91977,Restaurant Meals Program,3857347.52042102,-13025646.1254233
Tavern Road Valero,1140 Tavern Rd,Alpine,91901,Convenience Store,3874281.93752428,-12999973.6244566
Carl's Jr #147,9360 Kearny Mesa Rd,San Diego,92126,Restaurant Meals Program,3881085.57404377,-13037584.027616
Sombrero-#27,5550 Lake Murray Blvd,La Mesa,91942,Restaurant Meals Program,3866293.83227122,-13028206.4737116
Carl's Jr. #546,1100 Broadway,Chula Vista,91911,Restaurant Meals Program,3843641.2252601,-13033474.1120159
Palomar Gas And Car Wash,873 Palomar St,Chula Vista,91911,Convenience Store,3842919.82914169,-13034545.0055173
San Marcos Market,261 Autumn Dr,San Marcos,92069,Grocery Store,3914252.24563066,-13043118.8326982
McDonald's # 1959,827 S Santa Fe Ave,Vista,92083,Restaurant Meals Program,3921065.45969237,-13050563.8802425
WKS Frosty Corp dba Wendys 36620,1111 Camino Del Riio S,Mission Valley,92108,Restaurant Meals Program,3864135.81477795,-13041432.3424127
7-Eleven Store 36485A,500 N 2nd St,El Cajon,92021,Convenience Store,3868849.27731419,-13017231.4851143
CRIC PRO CORPORATION KFC MAIN ST,1025 MAIN STREET,RAMONA,92065,Restaurant Meals Program,3900860.8332824,-13009852.1160696
7-Eleven 13596A,1906 Balboa Ave,San Diego,92109,Convenience Store,3868731.67600324,-13050497.088548
Restaurants Del Sur LLC dba Carl's Jr. # 267,9805 Carroll Canyon Rd,San Diego,92131,Restaurant Meals Program,3882431.79184735,-13037215.5601015
7-Eleven 20785J,2400 Highland Ave,National City,91950,Convenience Store,3850792.81315553,-13034811.0591003
Clown Market Liquor,8690 Aero Dr,San Diego,92123,Convenience Store,3870122.43967604,-13040085.3765741
Super Discount Store Inc,1053 8th Ave,San Diego,92101,Convenience Store,3857704.88275129,-13041900.997469
San Ysidro Liquor,3269 Beyer Blvd,San Ysidro,92173,Convenience Store,3838067.43844154,-13031399.1167075
Lakeside Discount Liquor,8909 Winter Gardens Blvd,Lakeside,92040,Convenience Store,3873902.34339746,-13016973.2238956
MZM Fds Inc dba Jack in The Box 8,4815 Voltaire St,San Diego,92107,Restaurant Meals Program,3862154.89076806,-13051492.2847957
Noelia's Party Boutique & Market,3701 University Ave,San Diego,92105,Convenience Store,3862095.19685501,-13036942.827349
7-Eleven 35683,8747 La Mesa Blvd,La Mesa,91942,Convenience Store,3863994.82922909,-13026812.7536868
7-eleven Store 27163E,2295 Palm Ave,San Diego,92154,Convenience Store,3840182.38610225,-13033783.5802003
Burger King 3947,6135 El Cajon Blvd,San Diego,92115,Restaurant Meals Program,3863740.92711395,-13031686.3209938
Babaz Grill,4672 University Ave,San Diego,92105,Restaurant Meals Program,3862134.63980581,-13034804.3799309
GOLDEN GATE MARKET,3807 National Ave,San Diego,92113,Convenience Store,3855022.61407652,-13036882.714824
College Arco,5111 College Ave,San Diego,92115,Convenience Store,3864940.32515378,-13032153.8628551
Arco-Home,4333 Home Ave,San Diego,92105,Convenience Store,3859074.76168181,-13035711.6337809
Summit Pizza West LLC Pizza Hut #027625,2931 Beyer Blvd,San Diego,92154,Restaurant Meals Program,3839052.47358206,-13031904.5071957
Jack in The Box #71,1655 Capalina Rd,San Marcos,92069,Restaurant Meals Program,3915423.84775812,-13046318.1548636
WKS Frosty Corp,1621 Grand Ave,San Diego,92109,Restaurant Meals Program,3868483.10142186,-13051065.931146
SUBWAY 50758,1111 6TH Ave,San Diego,92101,Restaurant Meals Program,3857801.33671204,-13042077.9954593
DIVISION MARKET,5402 Division St,San Diego,92114,Convenience Store,3854452.90062689,-13033016.5889087
The Center Market,590 Palm Cayon Drive,Borrego Springs,92004,Grocery Store,3929407.33673926,-12955357.8857415
7-Eleven 34235,2387 Midway Dr,San Diego,92110,Convenience Store,3861529.77415768,-13046643.2077768
7 Eleven Store 22481B,10205 Lake Jennings Park Rd,Lakeside,92040,Convenience Store,3876899.41688362,-13013414.339775
Rallys 4279,3382 Murphy Canyon Rd,San Diego,92123,Restaurant Meals Program,3869481.40448677,-13037335.7851515
Belvedere Liquor,10769 Woodside Ave,Santee,92071,Convenience Store,3874069.68128791,-13020460.8635422
Joes 99 C& Up,5079 El Cajon Blvd,San Diego,92115,Convenience Store,3863062.64609613,-13033852.5982846
Jack in the Box #99,370 E H St,Chula Vista,91910,Restaurant Meals Program,3847633.41955411,-13029866.2473193
Liquor Mart,2643 Lemon Grove Ave,Lemon Grove,91945,Convenience Store,3860066.1806004,-13027964.9104166
Rocket 0047,911 E Vista Way,Vista,92084,Convenience Store,3923311.16088498,-13050159.7904909
Lews Market,3302 Imperial Ave,San Diego,92102,Grocery Store,3856449.20085657,-13038007.041681
Gtm Discount General Stores,7663 Broadway,Lemon Grove,91945,Other,3861114.72456488,-13028047.2868397
Twins Liquor,3602 Meade Ave,San Diego,92116,Convenience Store,3863139.9501587,-13037183.2774491
El Norte Arco,450 W El Norte Pkwy,Escondido,92026,Convenience Store,3914454.06339089,-13035256.3370635
JACK IN THE BOX 12,890 Palm Ave,Imperial Beach,91932,Restaurant Meals Program,3840250.95318603,-13037130.9572885
Midway Shell,3425 Midway Dr,San Diego,92110,Convenience Store,3862244.7631052,-13048051.3993353
SUBWAY 1945,1558 N. Magnolia Ave.  Suite A,El Cajon,92020,Restaurant Meals Program,3871369.51207131,-13020262.7148486
Restaurants Del Sur LLC dba Carls Jr 284,8110 Parkway Dr,La Mesa,91942,Restaurant Meals Program,3865609.44638005,-13026895.13011
Jack in The Box J29,5155 College Ave,San Diego,92115,Restaurant Meals Program,3865091.78100417,-13032134.9385417
Jack in the Box 23,2959 Upas St,San Diego,92104,Restaurant Meals Program,3860959.74646331,-13038868.6545398
Sprouts Farmers Market 227,1260 Garnet Ave,San Diego,92109,Supermarket,3868576.59769186,-13051883.0162084
Keg N Bottle Lemon Grove,1827 Massachusetts Ave,Lemon Grove,91945,Convenience Store,3858767.90450523,-13028892.2017749
JACK IN THE BOX 68,4011 BONITA RD,BONITA,91902,Restaurant Meals Program,3850059.34501252,-13028917.8052577
Jack in the Box #3077,2890 National Ave,San Diego,92113,Restaurant Meals Program,3855043.77879273,-13039077.9351824
Summit Pizza West LLC Pizza Hut #027770,2695 Mission Village Dr,San Diego,92123,Restaurant Meals Program,3868071.91204923,-13038133.9459005
Tamales Jovita,158 W Grand Ave,Escondido,92025,Restaurant Meals Program,3911385.69359709,-13033590.9974812
KFC #C191006,12660 Poway Rd,Poway,92064,Restaurant Meals Program,3889287.24925037,-13030726.7469831
Pizza Hut # 033367,855 S Main Ave,Fallbrook,92028,Restaurant Meals Program,3945333.88036014,-13052513.0845263
Pizza Hut #027240,1836 Oceanside Blvd,Oceanside,92054,Restaurant Meals Program,3921057.34508805,-13064328.5352791
Grubz Takeout,3611 College Ave,San Diego,92115,Restaurant Meals Program,3861720.0983398,-13030928.2352615
Oakshores Malt Shop,2425 Lake Morena Dr,Campo,91906,Convenience Store,3852940.8527672,-12970062.0772804
7-ELEVEN 33990 33990,1693 MELROSE DR.,SAN MARCOS,92078,Convenience Store,3909520.89854068,-13049203.556065
N Farooqi Enterprises LLC dba Jack in the Box 80,3138 E Plaza Blvd.,National City,91950,Restaurant Meals Program,3853195.58065183,-13032461.1046497
GLENS MARKET,2861 University Ave,San Diego,92104,Convenience Store,3861959.92706625,-13039094.6331061
Sprouts Farmers Market 213,11710 Carmel Mountain Rd,San Diego,92128,Supermarket,3892810.56877852,-13033314.9251441
Barrios Foods Inc dba Rallys 4077,1261 E Main St,El Cajon,92021,Restaurant Meals Program,3868071.91204923,-13017553.1984427
Sprouts Farmers Market 224,1327 Encinitas Blvd,Encinitas,92024,Supermarket,3901402.38916359,-13053381.3765545
Jack in the Box 31,1110 C St,San Diego,92101,Restaurant Meals Program,3857794.72118886,-13041574.8313609
Base Liquor,3201 National Ave,San Diego,92113,Convenience Store,3855016.00011048,-13038318.7362552
KFC #C191003,4545 El Cajon Blvd,San Diego,92115,Restaurant Meals Program,3862845.56205578,-13035150.5835473
Johns Market 01,650 Valley Ave,Solana Beach,92075,Convenience Store,3893695.47929551,-13053133.13409
PIZZA HUT 29618,8214 Mira Mesa Blvd,San Diego,92126,Restaurant Meals Program,3883761.58867507,-13040686.5018244
Carl's Jr. #288,9355 Clairemont Mesa Blvd,San Diego,92123,Restaurant Meals Program,3872905.255014,-13038588.129423
Parkside Market,3209 Thorn St,San Diego,92104,Grocery Store,3860722.05556958,-13038265.3028997
Twin Oaks Market,2148 N Twin Oaks Valley Rd,San Marcos,92069,Convenience Store,3919579.11810466,-13041740.6974022
7-Eleven 21795,1595 E Vista Way,Vista,92084,Convenience Store,3924913.08407114,-13049549.7596814
Miramar Cash & Carry,9262 Miramar Rd,San Diego,92126,Super Store,3881208.46934677,-13038580.3370586
McDonald's 5458,8929 Clairemont Mesa,San Diego,92123,Restaurant Meals Program,3872901.67804863,-13039495.3832729
Carl's Jr. #632,2365 Roll Dr,San Diego,92154,Restaurant Meals Program,3836427.39196638,-13017370.6344778
Primera Market & Gas,120 E Calle Primera,San Ysidro,92173,Convenience Store,3835776.95720433,-13029373.1019751
Eddies Market,415 N Santa Fe Ave,Vista,92084,Grocery Store,3922570.6170144,-13051640.3397185
Broadway Deli and Market,927 Broadway,San Diego,92101,Convenience Store,3857627.61430347,-13041734.0182328
Kentucky Fried Chicken (D742010),745 Carlsbad Village Dr,Carlsbad,92008,Restaurant Meals Program,3916654.47581139,-13062904.7589918
Jack in The Box #3070,947 Otay Lakes Rd,Chula Vista,91913,Restaurant Meals Program,3847790.33803618,-13023522.149539
Magic Market,4825 Cass St,San Diego,92109,Convenience Store,3869138.78284377,-13052563.1782971
Del Taco 1212,7060 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861217.8238494,-13029528.9492622
Jack in The Box J90,1619 Pacific Hwy,San Diego,92101,Restaurant Meals Program,3858503.39711275,-13043391.5654507
Kentucky Fried Chicken (D742008),4100 Oceanside Blvd,Oceanside,92056,Restaurant Meals Program,3922727.87553671,-13056557.3216268
Kentucky Fried Chicken (D742006),771 Center Dr,San Marcos,92069,Restaurant Meals Program,3913145.23494115,-13037884.5902411
Kentucky Fried Chicken (D742011),3747 Mission Ave,Oceanside,92058,Restaurant Meals Program,3925056.66781545,-13061396.3798916
Harvest Ranch Market #2 ,162 S Rancho Santa Fe Rd,Encinitas,92024,Other,3900077.22851306,-13050927.8949774
Kentucky Fried Chicken (D742004),639 N Broadway,Escondido,92025,Restaurant Meals Program,3912296.33644314,-13033804.7309036
Kentucky Fried Chicken (D742007),2429 E Valley Pkwy,Escondido,92027,Restaurant Meals Program,3914103.21117267,-13029053.6150365
Kentucky Fried Chicken (D742005),840 E Vista Way,Vista,92084,Restaurant Meals Program,3923272.04366347,-13050478.1642346
Wienerschnitzel #545,1960 Oceanside Blvd,Oceanside,92054,Restaurant Meals Program,3921227.2208529,-13063828.7107654
Lakeside Valero,12106 Woodside Ave,Lakeside,92040,Convenience Store,3876265.43330728,-13016697.1515585
Harvest Ranch Market #1 ,759 Jamacha Rd,El Cajon,92019,Grocery Store,3866944.3601102,-13016270.7979087
La Carniceria Meat Market - Chula Vista 1,67 Broadway,Chula Vista,91910,Specialty Store,3848403.49020006,-13034980.2647263
Sky Market 1,1904 E Palomar St,Chula Vista,91913,Convenience Store,3845841.89385506,-13021716.5473983
Fast Break Food & More,5171 Zion Ave,San Diego,92120,Convenience Store,3867812.75755696,-13033472.998821
Dollar General 23225,872 Palm Canyon Dr,Borrego Springs,92004,Other,3929426.24003768,-12953978.6372506
7-eleven Store 20342e 20342E,487 Vandegrift Blvd,Oceanside,92057,Convenience Store,3929147.35294198,-13057768.4776866
Andres Latin Market,1249 Morena Blvd,San Diego,92110,Grocery Store,3864950.38684571,-13046813.5265977
Subway #33342,6915 Paradise Valley Rd,San Diego,92139,Restaurant Meals Program,3853887.31492687,-13029757.1542183
ALDI 79060,671 S Rancho Santa Fe Rd,San Marcos,92078,Supermarket,3912893.19098352,-13047302.2191622
Denny's #8174,510 W Mission Ave,Escondido,92025,Restaurant Meals Program,3912382.07424902,-13034693.0604401
BB's Deli,1321 5th Ave,San Diego,92101,Restaurant Meals Program,3858087.52779524,-13042180.4093909
The Boulevard Wine & Spirits,4245 El Cajon Blvd,San Diego,92105,Convenience Store,3862810.22009345,-13035926.4803981
LUCY'S BAKERY,1043 Elkelton Blvd,Spring Valley,91977,Restaurant Meals Program,3857320.26553747,-13026265.0617921
Country Wine & Spirits,3604 Midway Dr,San Diego,92110,Convenience Store,3862528.01766326,-13048366.4334942
Varso Gas,2306 S Escondido Blvd,Escondido,92025,Convenience Store,3907770.00865671,-13032324.181676
Rice Pantry,205 W Mission Ave,Escondido,92025,Grocery Store,3912463.16019536,-13034117.5386727
Big Boy Market,29 Broadway,Chula Vista,91910,Convenience Store,3848582.62970382,-13034999.1890398
City Mart,1223 Market St,San Diego,92101,Convenience Store,3857026.55185443,-13041418.9840738
Santa Fe Mercado,2514 Main St,Chula Vista,91911,Grocery Store,3841692.40709467,-13033225.8695514
Arco Ampm 83117 42682,133 W 8th St,National City,91950,Convenience Store,3852314.24025673,-13036434.0972761
Stars & Stripes Imperial Beach,681 Highway 75,Imperial Beach,91932,Convenience Store,3840241.83730808,-13037574.0088618
Villagio Mart,1750 E Palomar St,Chula Vista,91913,Convenience Store,3846460.4967153,-13022664.9894599
Kens Liquor,132 E Mission Ave,Escondido,92025,Convenience Store,3912695.91986946,-13033804.7309036
Circle K 2654185,2535 Otay Center Dr,San Diego,92154,Convenience Store,3836250.54941912,-13017847.0818984
7-Eleven Store 37624B,3295 Palm Ave,San Diego,92154,Convenience Store,3840175.78043113,-13031335.6645978
Hidden Certified Farmers' Market,123 Woodward Ave,Escondido,92025,Farmers and Markets,3911929.73134831,-13033871.522598
Anderson's Market Liquor And Deli,4131 Home Ave,San Diego,92105,Convenience Store,3858669.9871204,-13036208.1187098
Dulceria San Diego ,10761 Jamacha Blvd,Spring Valley,91978,Convenience Store,3859399.88814893,-13020104.6411716
El Pollo Loco #3922,666 H St,Chula Vista,91910,Restaurant Meals Program,3846283.50425978,-13034639.6270845
Popeyes 14261,880 Broadway,Chula Vista,91911,Restaurant Meals Program,3844680.25037844,-13033774.6746411
Cali Stack Burgers & Grill,12336 Woodside Ave,Lakeside,92040,Restaurant Meals Program,3876417.56504423,-13016179.5159263
Beyer Market & Liquor,750 Beyer Way,San Diego,92154,Convenience Store,3839926.3529858,-13031317.8534792
Giant Pizza King,6585 Osler St,San Diego,92111,Restaurant Meals Program,3867714.2353218,-13043971.5399977
Palm City Liquor,688 Hollister St,San Diego,92154,Convenience Store,3840218.1889038,-13033784.6933952
7-Eleven Store 21453E 21453E,5650 Baltimore Dr,La Mesa,91942,Convenience Store,3866460.53239935,-13028092.927831
Jack in the Box #98,2474 Vista Way,Oceanside,92054,Restaurant Meals Program,3919691.77759283,-13061463.1715861
Mike's Liquor #2 1,3549 Mission Ave,Oceanside,92058,Convenience Store,3924895.25266397,-13061580.0570514
Marukai San Diego1,8151 Balboa Ave,San Diego,92111,Super Store,3871629.80460405,-13040837.8963319
Arco 42899 42899,2015 E Valley Pkwy,Escondido,92027,Convenience Store,3913536.20630396,-13030073.3015722
Noodles & Company #559,3650 Rosecrans St,San Diego,92110,Restaurant Meals Program,3862329.07695153,-13047275.5024845
Neighborhood Farms Market,3501 National Ave,San Diego,92113,Convenience Store,3854998.93609522,-13037597.3859549
Handy Market,215 S 30th St,San Diego,92113,Convenience Store,3856075.7370105,-13038791.8440911
Centre City Shell No 2,3810 Massachusetts Ave,La Mesa,91941,Convenience Store,3861718.11302302,-13029182.7456458
Kiskeya Market 1,4938 El Cajon Blvd,San Diego,92115,Grocery Store,3863066.74955247,-13034201.0282908
Taco Bell #41604,9825 Mission Gorge Rd,Santee,92071,Restaurant Meals Program,3873869.08809078,-13022464.6143765
Del Taco #109,9822 N Magnolia Ave,Santee,92071,Restaurant Meals Program,3876195.72900532,-13021191.1194018
Mercato Market,4154 University Ave,San Diego,92105,Grocery Store,3862145.75797685,-13036092.3464394
Subway 17639,3308 University Ave,San Diego,92104,Restaurant Meals Program,3862067.53392461,-13037940.2499865
7-eleven Store 27771b 27771B,1771 Oro Vista Rd,San Diego,92154,Convenience Store,3837662.85406336,-13033115.6632556
DOLLARTREE 10549,7908 El Cajon Blvd,La Mesa,91942,Other,3864720.55876269,-13027406.0865728
One Ten Liquor & Market,110 National City Blvd,National City,91950,Convenience Store,3853114.90300156,-13036536.5112076
TB #41601,340 E H St,Chula Vista,91910,Restaurant Meals Program,3847733.36065491,-13030035.4529453
