store_name,address,city,zipcode,store_type,latitude,longitude
Jack in The Box #54,2733 Navajo Rd,El Cajon,92020,Restaurant Meals Program,3869002.90241777,-13024697.6833618
7 Eleven 19628F,2101 Fern St,San Diego,92104,Convenience Store,3859237.25763202,-13038804.0892351
Pizza Hut #027198,1915 W San Marcos Blvd,San Marcos,92069,Restaurant Meals Program,3912626.92893942,-13047749.7235152
Carl's Jr. #89,624 Fletcher Pkwy,El Cajon,92020,Restaurant Meals Program,3869885.49099065,-13021028.5929452
Pizza Hut #027209,4090 El Cajon Blvd,San Diego,92105,Restaurant Meals Program,3862904.20082625,-13036349.4944631
V & D  Market,2193 Ocean View Blvd,San Diego,92113,Convenience Store,3855867.38027573,-13039494.270078
Subway 23729,344 S Twin Oaks Valley Rd,San Marcos,92078,Restaurant Meals Program,3912608.71752882,-13042747.025599
Viking Liquor,8725 Broadway,La Mesa,91941,Convenience Store,3862345.75448707,-13025745.1997701
7 Eleven 13615G,2850 Thunder Dr,Oceanside,92056,Convenience Store,3921232.80803838,-13056454.9076953
Wendy's #35440,686 Jamacha Rd,El Cajon,92019,Restaurant Meals Program,3867227.19799315,-13016437.7771449
SUBWAY 2041,925 E Plaza Blvd,National City,91950,Restaurant Meals Program,3852549.77812272,-13035060.4147597
Wendy's #90610,10196 Scripps Poway Pkwy,San Diego,92131,Restaurant Meals Program,3886914.37533918,-13036479.7382673
Mohsen Oil 2,628 S Coast Hwy,Oceanside,92054,Convenience Store,3920384.38470518,-13065957.1394294
Ranch Market,2025 Harbison Canyon Rd,El Cajon,92019,Convenience Store,3867749.59199685,-13007230.5420614
Foothill Liquor,405 Jamacha Rd,El Cajon,92019,Convenience Store,3867693.97480304,-13016885.2814979
Cigarette Mart Plus Water-Aqua,4142 University Ave,San Diego,92105,Convenience Store,3862221.46770608,-13036193.647176
Subway 53987,1120 Broadway,Chula Vista,91911,Restaurant Meals Program,3843546.86906432,-13033434.0369992
Jack in the Box 3061,3909 Mission Ave,Oceanside,92058,Restaurant Meals Program,3925606.9333184,-13060580.4080241
JACK IN THE BOX #3047,1350 S 43rd St,San Diego,92113,Restaurant Meals Program,3854529.09010669,-13035830.745636
Bowman's Market,1008 Palm Ave,Imperial Beach,91932,Convenience Store,3840221.22752293,-13036793.6592314
Valero Gas,5345 Kearny Villa Rd,San Diego,92123,Convenience Store,3872831.99368108,-13040036.3959982
JACK IN THE BOX #3046,2404 Market St,San Diego,92102,Restaurant Meals Program,3857118.3696709,-13040210.0544038
Live Oaks Springs Market 1,37820 Old Highway 80,Boulevard,91905,Grocery Store,3853741.42572294,-12950428.6586892
7-Eleven 39651B,1062 W El Norte Pkwy,Escondido,92026,Convenience Store,3914858.37416395,-13036331.6833446
WKS Frosty Corp dba Wendys 88230,1660 Main St,Ramona,92065,Restaurant Meals Program,3900126.35995918,-13010815.0296649
Ranch House Liquor,404 Palm Ave,National City,91950,Convenience Store,3853380.21551195,-13034600.6652627
Ongs Restaurant Group LLC Rallys Hamburgers 4009,1004 3rd Ave,Chula Vista,91911,Restaurant Meals Program,3844542.53664078,-13032246.2580325
Sprouts Farmers Market 228,3315 Rosecrans St,San Diego,92110,Supermarket,3861927.63196456,-13047458.0664494
Jack in The Box 3045,10537 Scripps Poway Pkwy,San Diego,92131,Restaurant Meals Program,3886933.2099928,-13035624.804578
7-eleven 18218,807 E 8th St,National City,91950,Convenience Store,3852672.37605165,-13035339.8266816
Corey's Liquor,3605 University Ave,San Diego,92104,Convenience Store,3862127.62477471,-13037222.2392709
Paradise Valley Produce Market,8423 Paradise Valley Rd,Spring Valley,91977,Grocery Store,3855226.45832642,-13026380.8340626
Mission Seafood Market,3753 Mission Ave,Oceanside,92058,Specialty Store,3925119.21179813,-13061394.1535018
C & R Food Mart,5405 Clairemont Mesa Blvd,San Diego,92117,Convenience Store,3873337.81088099,-13043911.4274727
Holiday House Liquor no,4206 Bonita Rd,Bonita,91902,Convenience Store,3850265.61593078,-13028533.7530145
Allied Gardens Grocery Outlet,5185 Waring Rd,San Diego,92120,Super Store,3867747.07597527,-13033419.5654654
A MART,4009 Taylor St,San Diego,92110,Convenience Store,3862855.62195955,-13046590.8876161
7-Eleven Store 36751C 36751C,5829 Mission Gorge Rd,San Diego,92120,Convenience Store,3866330.64115138,-13035589.182341
Vista AMPM 83275,1244 N Santa Fe Ave,Vista,92083,Convenience Store,3924146.62434719,-13051650.3584726
MZM Foods Inc dba Jack in The Box 81,2690 Del Mar Heights Rd,Del Mar,92014,Restaurant Meals Program,3888580.69601116,-13051803.9793699
Carl's Jr. #886,1137 S Mission Rd,Fallbrook,92028,Restaurant Meals Program,3944715.49765629,-13052617.7248476
Beshay Foods INC dba Jack in the Box J36,901 Carlsbad Village Dr.,Carlsbad,92008,Restaurant Meals Program,3916806.06945031,-13062699.9311288
Denny's #7780,4280 Clairemont Mesa Blvd,San Diego,92117,Restaurant Meals Program,3873101.32737188,-13046826.8849366
7-Eleven 21805,2240 Encinitas Blvd,Encinitas,92024,Convenience Store,3900276.80969774,-13050995.7998668
JIMBO'S NATURAL FAMILY INC,1633 S Centre City Pkwy,Escondido,92025,Super Store,3909141.75599253,-13032884.1187147
WKS Frosty Corp dba Wendys 40740,2825 EL Cajon Blvd,San Diego,92104,Restaurant Meals Program,3862823.85387161,-13039239.3484441
Jack in the Box #93,585 Palomar St,Chula Vista,91911,Restaurant Meals Program,3842763.50381348,-13033038.8528069
Sqa Snacks,2401 E Division St,National City,91950,Convenience Store,3854227.90643859,-13033810.2968781
Del Taco 1211,2804 Main St.,San Diego,92113,Restaurant Meals Program,3854648.66625366,-13039232.6692746
Coastal Market,432 S Coast Hwy,Oceanside,92054,Convenience Store,3920669.04792354,-13066157.5145128
G&M OIL 162,398 El Cajon Blvd,El Cajon,92020,Convenience Store,3867657.69134673,-13021194.4589865
7-Eleven 13564F,15 N Euclid Ave,National City,91950,Convenience Store,3854227.37735678,-13033851.4850897
Jack in the Box #74,1880 Coronado Ave,San Diego,92154,Restaurant Meals Program,3839265.68628434,-13034760.9653295
Sams International Market,665 E Main St,El Cajon,92020,Grocery Store,3868114.81809542,-13019358.8005833
Beverage City,6189 Lake Murray Blvd,La Mesa,91942,Convenience Store,3867563.14301134,-13026664.6987641
McDonald's #25736,4449 Camino de la Plz,San Ysidro,92173,Restaurant Meals Program,3835068.1890328,-13028688.4871067
Starlight Market,7020 El Cajon Blvd,San Diego,92115,Convenience Store,3864704.93697044,-13029527.8360673
California Finest Oil,404 Telegraph Canyon Rd,Chula Vista,91910,Convenience Store,3846072.80870282,-13029476.6291015
Pizzero Grill,1501 Skyline Dr,Lemon Grove,91945,Restaurant Meals Program,3858209.65398113,-13027241.3337264
JACK IN THE BOX INC #3051,238 W Felicita Ave,Escondido,92025,Restaurant Meals Program,3909269.46439291,-13032477.8025733
Jack in The Box #44,1905 Garnet Ave,San Diego,92109,Restaurant Meals Program,3868904.37022426,-13050534.9371749
SUBWAY 33339,263 E Orange Ave,Chula Vista,91911,Restaurant Meals Program,3842995.41575512,-13028853.2399531
Circle A,1291 Hollister St,San Diego,92154,Convenience Store,3838782.99089844,-13033739.052404
San Marcos Market,228 W Mission Rd,San Marcos,92069,Grocery Store,3914362.32761251,-13042839.4207763
7-ELEVEN 21787 21787,1253 W Main St,El Cajon,92020,Convenience Store,3868117.86390094,-13022066.0905994
7-Eleven 13568,415 Telegraph Canyon Rd,Chula Vista,91910,Convenience Store,3846151.98432202,-13029144.897019
Carl's Jr. #197,805 W San Ysidro Blvd,San Ysidro,92173,Restaurant Meals Program,3836860.19848728,-13030998.3665407
La Vista Liquor,993 S Santa Fe Ave,Vista,92083,Convenience Store,3920886.27458143,-13050081.8668474
Parkway Market,9085 Dallas St,La Mesa,91942,Convenience Store,3867778.85734002,-13024712.1548956
New Caney Inc dba Dennys 7225,1202 W Main St,EL Cajon,92020,Restaurant Meals Program,3868171.36426544,-13021912.4697021
SUBWAY 45837,1722 Euclid Ave,San Diego,92105,Restaurant Meals Program,3858636.64246672,-13033872.6357929
Denny's #8743,7676 Friars Rd,San Diego,92108,Restaurant Meals Program,3865142.75216087,-13042013.4301547
Garden Farms Market,370 E St,Chula Vista,91910,Supermarket,3848141.72665457,-13033726.80726
Main Street Martket 4,2996 National Ave,San Diego,92113,Convenience Store,3855020.62988632,-13038811.8815994
Valley Center Market,27537 Valley Center Rd,Valley Center,92082,Grocery Store,3923276.56741706,-13028061.7583735
SUBWAY 4623,1860 Sweetwater Rd,National City,91950,Restaurant Meals Program,3850420.98262116,-13033301.5668052
Giant Pizza King #9,3638 El Cajon Blvd,San Diego,92104,Restaurant Meals Program,3862908.70133085,-13037183.2774491
City Heights Food Mart And Gas 210316,4055 University Ave,San Diego,92105,Convenience Store,3862099.8294095,-13036398.4750391
SOCAL FOOD GROUP LP DEL TACO 1306,1270 W Valley Pkwy,Escondido,92029,Restaurant Meals Program,3910590.08570258,-13035651.5212558
QSC Foods dba Jack in The Box 73,1047 Sweetwater Rd,Spring Valley,91977,Restaurant Meals Program,3857438.41458955,-13025839.8213373
Sprouts Farmers Market 253,510 W 13th Ave,Escondido,92025,Supermarket,3909614.19102328,-13033296.0008306
Nordahl Liquor,740 Nordahl Rd,San Marcos,92069,Convenience Store,3913172.08804658,-13037646.3665308
KFC #C191029,7012 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861213.72103652,-13029587.9485923
Five Star Market,553 W 9th Ave,Escondido,92025,Supermarket,3910070.9628399,-13033604.3558201
Jack in the Box #76,402 W San Ysidro Blvd,San Ysidro,92173,Restaurant Meals Program,3836415.24138582,-13030183.5078681
7-eleven Store 34274a,2576 Clairemont Dr,San Diego,92117,Convenience Store,3867545.53115037,-13047100.7308839
Louies Marketplace,5409 Redwood St,San Diego,92105,Convenience Store,3860532.14451772,-13033170.209806
SOCAL FOOD GROUP LP DEL TACO 1311,7919 Mission Center Rd,San Diego,92108,Restaurant Meals Program,3865245.7542882,-13041496.9077174
E Food Store,997 W San Marcos Blvd,San Marcos,92069,Convenience Store,3913161.45314595,-13045243.9217775
7-ELEVEN 20211,1076 Main St,Ramona,92065,Convenience Store,3900781.28856423,-13009899.9834506
Bobar Liqour 5,4380 Main St,Chula Vista,91911,Convenience Store,3841638.49805216,-13028688.4871067
Lena's Liquor,1141 E Washington Ave,Escondido,92025,Convenience Store,3912915.52377261,-13032033.637805
Sunrise Market & Gas,4689 Market St,San Diego,92102,Convenience Store,3857059.8919588,-13034836.6625832
Dennys 6392,665 N Mollison Ave,El Cajon,92021,Restaurant Meals Program,3869282.74364149,-13018875.6739933
Summit Pizza West LLC Pizza Hut #027217,2437 E Plaza Blvd,National City,91950,Restaurant Meals Program,3852904.48241147,-13033378.3772538
Arco Am Pm,625 Sycamore Ave,Vista,92083,Convenience Store,3917346.37052902,-13048319.6793081
Akshar Cash N Carry 1,9520 Black Mountain Rd,San Diego,92126,Grocery Store,3881530.09787709,-13038200.737595
D&M Holdings Inc.,1817 W Vista Way,Vista,92083,Restaurant Meals Program,3920415.37807335,-13055558.7857944
El Vecino Market,995 Postal Way,Vista,92085,Grocery Store,3920732.49950469,-13050038.452246
Jack in The Box #3009,5256 Mission Road,Bonsall,92003,Restaurant Meals Program,3934682.81563094,-13049141.2171502
Bancroft Market & Liquor,3650 Bancroft Dr,Spring Valley,91977,Convenience Store,3861700.37754127,-13024761.1354715
Mega Fuel,7153 Clairemont Mesa Blvd,San Diego,92111,Convenience Store,3873057.8732161,-13042568.9144137
Sprouts Farmers Market 226,4175 Park Blvd,San Diego,92103,Supermarket,3862661.3084946,-13040657.5587568
Carl's Jr. #168,3008 El Cajon Blvd,San Diego,92104,Restaurant Meals Program,3862930.40967126,-13038843.0510569
Jack in The Box 22,1340 Rosecrans St,San Diego,92106,Restaurant Meals Program,3858766.84593457,-13049969.4341617
Popeyes 13846,4310 Camino de la Plz,San Ysidro,92173,Restaurant Meals Program,3835166.43944124,-13028814.2781313
Arco Am/pm 82761,1550 E Grand Ave,Escondido,92027,Convenience Store,3912578.27662127,-13030957.1783291
Stars & Stripes 76,5706 Miramar Rd,San Diego,92121,Convenience Store,3878978.92160915,-13045104.772414
Big Pig Liquor,305 Carlsbad Village Dr,Carlsbad,92008,Convenience Store,3916325.23185426,-13063426.8474037
Ramona Certified Farmers Market NAFMNP,424 Letton St,Ramona,92065,Farmers and Markets,3899510.37277746,-13011310.401399
Farooqi Food Management Inc dba Dennys 7855,2203 Villa De La Valle,Del Mar,92014,Restaurant Meals Program,3892522.46971369,-13052845.9298038
Wienerschnitzel # 13,4530 El Cajon Blvd,San Diego,92115,Restaurant Meals Program,3862913.20183716,-13035150.5835473
San Marcos,125 S Rancho Santa Fe Rd,San Marcos,92078,Supermarket,3914969.92439063,-13046558.6049638
Carl's Jr. #445,10745 Camino Ruiz,San Diego,92126,Restaurant Meals Program,3883924.02806627,-13040343.6377928
Circle K 2655861,1535 Morena Blvd,San Diego,92110,Convenience Store,3865415.48469373,-13047292.2004081
Taqueria Y Fruiteria Don Chamango,3082 Fairmount Ave,San Diego,92105,Restaurant Meals Program,3860647.81123332,-13035663.7663998
Subway 2167,9242 Miramar Rd,San Diego,92126,Restaurant Meals Program,3881269.05574612,-13038566.9787197
KFC & Taco Bell #C191009,7049 Eastman St,San Diego,92111,Restaurant Meals Program,3867368.22222796,-13043134.4174269
World Beverage And Food,13789 Highway 8 Business,El Cajon,92021,Convenience Store,3874248.15116289,-13012007.2614113
Carl's Jr. #394,555 W Mission Ave,Escondido,92025,Restaurant Meals Program,3912259.78175619,-13034725.3430924
H & L Super Market,4644 El Cajon Blvd,San Diego,92115,Grocery Store,3862928.42415066,-13034907.9070573
Cameron Corner's,31484 Highway 94,Campo,91906,Convenience Store,3846095.41137145,-12965658.2782246
Country Wine & Spirits,23658 San Vicente Rd,Ramona,92065,Convenience Store,3896107.02724108,-13004159.2373104
Summit Pizza West LLC Pizza Hut  #029361,2710 Alpine Blvd,Alpine,91901,Restaurant Meals Program,3873437.44009081,-12997140.5434159
Jimbos Naturally,12841 El Camino Real,San Diego,92130,Super Store,3888782.60192371,-13050498.2017429
Barrios Foods Inc dba Rallys 4076,1157 E Valley Parkway,Escondido,92025,Restaurant Meals Program,3912569.63620347,-13031881.1301027
Carl's Jr #181,1137 Regal Road,Encinitas,92024,Restaurant Meals Program,3900266.05373871,-13055646.7281921
J S Foods Burger King #17560,1210 11th Ave,San Diego,92101,Restaurant Meals Program,3857941.5866761,-13041653.8681994
Jack in The Box #4,6987 University Ave,La Mesa,91941,Restaurant Meals Program,3862808.76405983,-13029638.0423632
7-Eleven 33053A,4625 Frazee Rd,Oceanside,92057,Convenience Store,3926924.48243854,-13057470.1414513
El Cajon Nutrition Center,323 Van Houten Ave,El Cajon,92020,Grocery Store,3867776.34131218,-13020595.560126
Subway 3062,1455 E H St,Chula Vista,91910,Restaurant Meals Program,3848199.23481556,-13024521.7985663
Bashar Country Market & Liquor,2927 E Vista Way,Vista,92084,Convenience Store,3928229.26925084,-13049803.5681204
Stonecrest Chevron (extra Mile),3690 Murphy Canyon Rd,San Diego,92123,Convenience Store,3869975.02498079,-13037334.6719566
N Farooqi Enterprises LLC dba Jack in the Box 25,6140 Lake Murray Blvd.,La Mesa,91941,Restaurant Meals Program,3867597.96955078,-13026682.5098826
7-Eleven 15070,10777 Jamacha Blvd,Spring Valley,91978,Convenience Store,3859492.25375322,-13020097.9620022
Liva Distributors Dos Inc,8450 Jamacha Rd,San Diego,92114,Supermarket,3857859.2888536,-13027334.8420987
Subway 53699,1264 Auto Park Way,Escondido,92029,Restaurant Meals Program,3910070.03253291,-13035405.5051812
Marlens Taco Shop,8921 Jamacha Rd,Spring Valley,91977,Restaurant Meals Program,3857431.40235076,-13025168.5648078
KFC #C191014,4380 Palm Ave,San Diego,92154,Restaurant Meals Program,3840263.50404397,-13028665.1100136
Summit Pizza West LLC Pizza Hut #027211,2931 Market St,San Diego,92102,Restaurant Meals Program,3857064.91944302,-13038951.0309629
Islamic Center Book Market,7050 Eckstrom Ave,San Diego,92111,Grocery Store,3871467.53504647,-13042787.1006157
Town Liquor,2289 Imperial Ave,San Diego,92102,Convenience Store,3856382.65648649,-13040262.3745645
Litas Fish Market & Oriental,3864 Mission Ave,Oceanside,92058,Grocery Store,3925463.34278644,-13060998.9693095
Alpine Shell,2235 Alpine Blvd,Alpine,91901,Convenience Store,3873481.95554242,-12998279.3418067
Jack in The Box #35,5141 Jackson Dr,La Mesa,91942,Restaurant Meals Program,3865196.37140785,-13025500.2968904
Jack in The Box #3072,925 Eastlake Pkwy,Chula Vista,91914,Restaurant Meals Program,3848964.84712108,-13020569.9566432
KFC #C191023,461 3rd Ave,Chula Vista,91910,Restaurant Meals Program,3847100.94337691,-13033015.4757138
Take A Hike Mini Mart 39529A,7448 Jackson Dr,San Diego,92119,Convenience Store,3869228.17871615,-13029469.9499321
7 Eleven 21803,1860 W El Norte Pkwy,Escondido,92026,Convenience Store,3915936.69339111,-13038276.4348487
QSC Ventures Inc DBA Jack in the Box 51,12424 Powan Rd,Poway,92064,Restaurant Meals Program,3888945.11085019,-13031261.0805389
McDonald's #7382,707 W San Ysidro Blvd,San Ysidro,92173,Restaurant Meals Program,3836716.63228989,-13030867.0095415
Burger King #5876,3676 Market St,San Diego,92102,Restaurant Meals Program,3857124.98481495,-13037228.9184404
Little Kids Nutrition,1021 N Santa Fe Ave,Vista,92084,Grocery Store,3923637.0097854,-13051631.4341592
Arco AM/PM 83181,6616 Miramar Rd,San Diego,92121,Convenience Store,3879104.31332597,-13043538.5071785
WKS Frosty Corp dba Wendys 88200,8637 Navajo Rd,San Diego,92119,Restaurant Meals Program,3869158.51609648,-13025717.3698974
Old Poway Market,14047 Midland Rd,Poway,92064,Convenience Store,3891142.05460324,-13028370.113363
Jack In The Box #13,3850 Clairemont Mesa Blvd,San Diego,92117,Restaurant Meals Program,3872499.47510174,-13047237.6538576
Circle K,31471 Highway 94,Campo,91906,Convenience Store,3846031.96539361,-12965723.9567242
Hollister Gas Station,1102 Hollister St,San Diego,92154,Convenience Store,3839184.04676652,-13033781.3538105
Mountain Sage,44475 Old Hwy 80,Jacumba,91934,Convenience Store,3844605.04949196,-12934238.3519482
Minute Mart,5006 El Cajon Blvd,San Diego,92115,Convenience Store,3863079.32466948,-13033991.7476481
Jimbos Natural Family Inc,10511 4S Commons Dr,San Diego,92127,Super Store,3897827.36210463,-13037032.9961366
Popeyes 13800,1525 Palm Ave,San Diego,92154,Restaurant Meals Program,3840141.56311372,-13035594.7483155
Wendy's #84070,1002 Mission Ave,Oceanside,92054,Restaurant Meals Program,3921682.45222644,-13066212.0610633
Hunters Liquor,14134 Old Hwy 80,El Cajon,92021,Convenience Store,3874589.72912146,-13010979.7825113
Mesa Rock Arco,26915 Mesa Rock Rd,Escondido,92026,Convenience Store,3921505.38612696,-13038580.3370586
Farooqi Food Management Inc dba Dennys7857,16686 Bernardo Center Dr.,San Diego,92128,Restaurant Meals Program,3897475.81390987,-13032918.6277569
Noble Pursuit LLC dba KFC K584001,1077 S Mission Rd,Fallbrook,92028,Restaurant Meals Program,3944972.76431572,-13052680.0637625
Valley Foods,1275 E Main St,El Cajon,92021,Super Store,3868100.6484888,-13017499.7650871
SUBWAY 1926,11983 Bernardo Plaza Dr,San Diego,92128,Restaurant Meals Program,3897952.42446932,-13032459.9914548
Express Fuel,5109 Imperial Ave,San Diego,92114,Convenience Store,3856165.5630484,-13033802.5045137
Jack in The Box J10,7979 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861183.9425987,-13027341.5212681
North Park Produce 1,432 E Chase Ave,El Cajon,92020,Super Store,3866235.70625223,-13019534.6853788
Carl's Jr. #120,1280 E Plaza Blvd,National City,91950,Restaurant Meals Program,3852491.32303173,-13034832.2098036
Jack in The Box #78,140 Broadway,El Cajon,92021,Restaurant Meals Program,3869862.84270757,-13020011.1327994
SF Supermarket,6935 Linda Vista Rd,San Diego,92111,Super Store,3866775.13732093,-13043420.5085183
Azteca Mexican Market,11277 Camino Ruiz,San Diego,92126,Grocery Store,3885580.77304104,-13040332.5058437
DMSD FOODS INC JACK IN THE BOX #72,10809 Tierrasanta Blvd,San Diego,92124,Restaurant Meals Program,3871639.87201359,-13035365.4301645
Los Primos Market,1241 28th St,San Diego,92102,Convenience Store,3858029.44221972,-13039274.9706811
7-Eleven 27263E,6401 Mission Gorge Rd,San Diego,92120,Convenience Store,3867482.89670033,-13035252.9974788
Jamul General Store,13881 Campo Rd,Jamul,91935,Convenience Store,3857831.63585557,-13010687.0122505
7 Eleven 32708,14391 Penasquitos Dr.,San Diego,92129,Convenience Store,3892287.05915456,-13034345.7436288
SUBWAY 3681,50 Town Center Parkway  #D,Santee,92071,Restaurant Meals Program,3874032.84819873,-13023136.9841008
Namaste Plaza,9160 Mira Mesa Blvd,San Diego,92126,Grocery Store,3884319.06352584,-13038572.5446942
The Liquor Bottle,2605 E 18th St,National City,91950,Convenience Store,3852224.44350832,-13032876.3263503
Safa International Market,12788 Rancho Penasquitos Blvd,San Diego,92129,Grocery Store,3888595.95159273,-13036382.8903103
DOLLARTREE 10362,8694 Lake Murray Blvd,San Diego,92119,Other,3868984.75865891,-13025691.7664146
Sprouts Farmers Market 232,3358 Governor Dr,San Diego,92122,Supermarket,3875678.52539333,-13048251.7744187
7-eleven 2112 13625A,470 N Melrose Dr,Vista,92083,Convenience Store,3922429.99084488,-13052713.4596097
Carl's Jr. #385,10009 Mission Gorge Rd,Santee,92071,Restaurant Meals Program,3873849.34693727,-13022107.278811
Casa De Oro Liqour,9727 Campo Rd,Spring Valley,91977,Convenience Store,3861897.32229796,-13022939.9486021
7-Eleven 16439H,14110 Olde Highway 80,El Cajon,92021,Convenience Store,3874603.90654363,-13011118.9318748
7-Eleven 25302,711 Jamacha Rd,El Cajon,92019,Convenience Store,3867122.72197286,-13016365.4194759
Popeyes Louisiana Kitchen 13683,3065 Lemon Grove Ave,Lemon Grove,91945,Restaurant Meals Program,3860682.61734346,-13027821.3082734
Bel Air Market,4473 Logan Ave,San Diego,92113,Grocery Store,3855124.07277982,-13035333.1475122
Summit Pizza West LLC Pizza Hut 027218,3549 Midway Dr,San Diego,92110,Restaurant Meals Program,3862365.87345023,-13048229.5105206
WKS Frosty Corp dba Wendys 90760,3705 Plaza Dr,Oceanside,92056,Restaurant Meals Program,3919434.00577616,-13057300.9358253
SUBWAY 2253,374 East H Street  Suite #1707,Chula Vista,91910,Restaurant Meals Program,3847572.47704875,-13029895.1903869
La Favorita Market,1450 N Santa Fe Ave,Vista,92083,Grocery Store,3924563.24749652,-13051643.6793032
7-Eleven Store 13578E,1475 Melrose Ave,Chula Vista,91911,Convenience Store,3843069.02066598,-13028764.1843604
7 Eleven 2112-39139,16998 W Bernardo Dr,San Diego,92127,Convenience Store,3898395.06569658,-13033531.9981511
Circle K #265,1005 E Mission Rd,Fallbrook,92028,Convenience Store,3946844.31781072,-13051146.0811793
Manolo Farmers Market,1860 Coronado Ave,San Diego,92154,Super Store,3839228.96164198,-13034757.6257448
4 JS  Mini Mart,4090 El Cajon Blvd,San Diego,92105,Convenience Store,3862866.34370856,-13036345.0416835
Kentucky Fried Chicken,2007 Mission Ave,Oceanside,92058,Restaurant Meals Program,3922447.81847722,-13064905.1702414
JACK IN THE BOX #3040,1050 W El Norte Pkwy,Escondido,92026,Restaurant Meals Program,3914897.33020055,-13036405.1542085
Family Market And Liquor,2601 Granger Ave,National City,91950,Convenience Store,3851300.7271825,-13032393.1997603
Denny's 6876,713 S Main Ave,Fallbrook,92028,Restaurant Meals Program,3945379.60386566,-13052395.085866
7-eleven Store 34177b,1007 5th Ave,San Diego,92101,Convenience Store,3857659.50070778,-13042206.0128737
Arco Ampm 83716,1015 Main St,Ramona,92065,Convenience Store,3900866.41072868,-13009783.0979853
7-Eleven 33458,1670 Kettner Blvd,San Diego,92101,Convenience Store,3858523.1125668,-13043217.907045
2nd Street Gas And Market 83630,725 N 2nd St,El Cajon,92021,Convenience Store,3869356.51264408,-13017215.9003856
Park Market 1,8830 Troy St,Spring Valley,91977,Convenience Store,3860407.47983127,-13025431.2788061
Five Star Markets,650 Douglas Dr,Oceanside,92058,Grocery Store,3927829.15279166,-13060286.5245684
WKS Frosty Corp dba Wendys 29950,3760 Midway Dr,San Diego,92110,Restaurant Meals Program,3862677.45703928,-13048590.1856707
7 Eleven 21790,3436 Adams Ave,San Diego,92116,Convenience Store,3863974.17796637,-13037647.4797258
Jack's Grocery,2117 Main St,Julian,92036,Grocery Store,3905669.71226974,-12980079.7182569
Sabatini Liquor,1780 Rosecrans St,San Diego,92106,Convenience Store,3859496.75295585,-13049449.5721397
Domino's Pizza #7710,4120 Clairemont Mesa Blvd,San Diego,92117,Restaurant Meals Program,3872781.38666148,-13046884.7710718
Qwik Korner Gas,9663 Campo Rd,Spring Valley,91977,Convenience Store,3861858.93898917,-13023064.6264318
California Finest Oil,11906 Campo Rd,Spring Valley,91978,Convenience Store,3860790.21254643,-13018185.4931504
7-Eleven 29518,2441 Jamacha Rd,El Cajon,92019,Convenience Store,3861582.31814855,-13016364.306281
7-eleven Store 37954a,4342 Ingraham St,San Diego,92109,Convenience Store,3868445.75609375,-13051116.0249168
Arco Ampm 42809,1725 Broadway,Chula Vista,91911,Convenience Store,3841597.14152661,-13032687.083216
7-Eleven Store 13629E,1560 E Grand Ave,Escondido,92027,Convenience Store,3912633.043726,-13030856.9907874
Wendy's #30190,618 E Street,Chula Vista,91910,Restaurant Meals Program,3847760.59342934,-13034861.1528712
JACK IN THE BOX 86,5 N 4th Ave,Chula Vista,91910,Restaurant Meals Program,3849082.38377478,-13034147.5949352
RNL AWAD LLC - McDonald's 17598,3400 Highland Ave,National City,91950,Restaurant Meals Program,3849300.27258616,-13034309.0081969
Denny's #9502,6970 Alvarado Rd,San Diego,92120,Restaurant Meals Program,3865349.28689683,-13029648.0611173
Umi Market,6197 University Ave,San Diego,92115,Grocery Store,3862574.47735492,-13031317.8534792
SUBWAY 31595,555 Broadway  Suite 145,Chula Vista,91910,Restaurant Meals Program,3846330.42881262,-13033842.5795304
SUBWAY 3061,6971 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861095.53416855,-13029669.2118206
WKS FROSTYS CORPORATION WENDYS 36720,9655 MISSION GEORGE,SANTEE,92071,Restaurant Meals Program,3873861.40361098,-13022928.8166531
WKS Frosty Corp dba Wendys 29000,871 Broadway,El Cajon,92021,Restaurant Meals Program,3869758.74063354,-13019001.4650179
JACK IN THE BOX INC #34,1636 Euclid Ave,San Diego,92105,Restaurant Meals Program,3858469.12670391,-13033871.522598
Carl's Jr. #192,435 W 13th Ave,Escondido,92025,Restaurant Meals Program,3909646.0860601,-13033102.3049167
R J Liquor,4384 Moraga Ave,San Diego,92117,Convenience Store,3871868.77543896,-13048213.9257918
LA PERLA TAPATIA REDONDO,625 N Redondo Dr,Oceanside,92057,Grocery Store,3929184.49312865,-13057801.8735339
7-Eleven 13569,796 Broadway,Chula Vista,91910,Convenience Store,3845063.39904705,-13033899.3524707
7-Eleven Store 13613B,2275 Garnet Ave,San Diego,92109,Convenience Store,3869121.69837653,-13049794.6625611
Jamacha Liquor Market,1530 Jamacha Rd,El Cajon,92019,Convenience Store,3864560.50256702,-13016411.0604671
KFC #C191022,8890 Cuyamaca St,Santee,92071,Restaurant Meals Program,3873846.82961135,-13022616.0088839
Carl's Jr. #83,996 3rd Ave,Chula Vista,91911,Restaurant Meals Program,3844615.09387093,-13032267.4087357
JACK IN BOX   3071,942 DENNERY RD,SAN DIEGO,92154,Restaurant Meals Program,3839264.62945851,-13028287.7369399
KFC & Long John Silver #C191016,155 Marketplace Ave,San Diego,92113,Restaurant Meals Program,3856052.58608059,-13035526.8434261
